Participant,Time,Polar_HR,HRMDUAL_HR,Vivo_HR,Polar_RR,HRMDUAL_RR,Vivo_RR
P1,14:48:06,121,127,117,470,843,474
P1,14:48:07,123,128,117,476,1208,468
P1,14:48:08,124,131,117,608,564,455
P1,14:48:09,123,131,117,558,848,457
P1,14:48:10,123,135,117,592,1132,443
P1,14:48:11,121,123,116,581,543,487
P1,14:48:12,119,121,114,570,550,495
P1,14:48:13,113,135,113,547,536,446
P1,14:48:14,112,131,113,542,526,458
P1,14:48:15,112,129,114,527,1008,465
P1,14:48:16,113,130,115,513,497,462
P1,14:48:17,115,125,116,502,498,480
P1,14:48:18,117,121,116,492,504,494
P1,14:48:19,118,123,115,506,554,487
P1,14:48:20,118,124,115,528,877,481
P1,14:48:21,117,125,115,555,581,479
P1,14:48:22,116,121,115,716,575,494
P1,14:48:23,115,118,115,876,569,508
P1,14:48:24,111,118,113,550,530,508
P1,14:48:25,110,119,114,541,509,502
P1,14:48:26,111,120,115,521,505,499
P1,14:48:27,112,121,114,509,536,496
P1,14:48:28,113,117,114,507,601,512
P1,14:48:29,115,118,114,536,587,509
P1,14:48:30,111,120,114,602,1102,499
P1,14:48:31,108,121,113,545,552,497
P1,14:48:32,109,120,113,557,578,498
P1,14:48:33,109,130,113,550,1157,461
P1,14:48:34,108,123,112,579,552,486
P1,14:48:35,107,122,112,573,532,491
P1,14:48:36,107,121,112,544,1035,495
P1,14:48:37,109,121,113,521,506,496
P1,14:48:38,112,117,113,503,536,514
P1,14:48:39,113,115,112,514,535,520
P1,14:48:40,113,115,113,525,528,521
P1,14:48:41,114,117,113,537,529,515
P1,14:48:42,113,119,113,530,1049,505
P1,14:48:43,113,118,114,528,506,507
P1,14:48:44,114,123,115,511,503,486
P1,14:48:45,115,123,115,503,1044,489
P1,14:48:46,116,123,114,518,527,489
P1,14:48:47,116,126,112,527,570,477
P1,14:48:48,115,124,111,544,568,485
P1,14:48:49,115,114,110,562,567,525
P1,14:48:50,110,116,110,571,550,517
P1,14:48:51,109,116,110,548,1095,517
P1,14:48:52,109,115,110,549,526,522
P1,14:48:53,110,117,111,546,519,512
P1,14:48:54,111,116,113,521,505,517
P1,14:48:55,113,116,114,521,513,517
P1,14:48:56,115,112,114,504,522,538
P1,14:48:57,115,116,114,520,1041,518
P1,14:48:58,115,115,114,524,511,519
P1,14:48:59,115,116,114,515,519,518
P1,14:49:00,116,113,115,516,515,529
P1,14:49:01,115,114,115,528,508,525
P1,14:49:02,116,115,115,507,520,524
P1,14:49:03,117,115,115,508,1150,521
P1,14:49:04,116,115,114,543,548,521
P1,14:49:05,112,116,113,565,543,518
P1,14:49:06,111,114,113,545,547,525
P1,14:49:07,111,114,112,544,534,528
P1,14:49:08,110,111,113,549,521,542
P1,14:49:09,111,109,113,525,523,552
P1,14:49:10,113,110,113,516,1101,543
P1,14:49:11,113,112,113,538,536,536
P1,14:49:12,112,113,112,547,543,531
P1,14:49:13,112,109,112,538,548,548
P1,14:49:14,111,108,112,544,529,554
P1,14:49:15,111,108,112,538,522,557
P1,14:49:16,112,109,112,521,516,549
P1,14:49:17,113,110,114,514,525,544
P1,14:49:18,113,111,114,518,519,539
P1,14:49:19,114,113,114,520,529,533
P1,14:49:20,115,114,114,528,522,527
P1,14:49:21,114,117,114,528,513,515
P1,14:49:22,114,115,114,520,1001,520
P1,14:49:23,115,115,116,509,494,522
P1,14:49:24,117,116,117,499,500,516
P1,14:49:25,118,117,116,494,537,512
P1,14:49:26,118,120,115,509,536,502
P1,14:49:27,119,121,114,518,534,497
P1,14:49:28,115,119,113,533,538,504
P1,14:49:29,114,116,114,543,518,518
P1,14:49:30,113,114,115,529,498,526
P1,14:49:31,114,113,116,510,484,531
P1,14:49:32,116,110,116,491,962,544
P1,14:49:33,119,112,118,478,1440,535
P1,14:49:34,121,113,118,483,508,531
P1,14:49:35,122,112,117,498,528,533
P1,14:49:36,120,112,117,527,514,537
P1,14:49:37,118,107,116,517,523,562
P1,14:49:38,117,104,116,518,515,576
P1,14:49:39,116,110,116,525,505,545
P1,14:49:40,116,113,117,526,498,533
P1,14:49:41,117,113,118,498,496,532
P1,14:49:42,119,112,117,493,564,535
P1,14:49:43,119,112,116,527,554,534
P1,14:49:44,117,112,115,587,554,535
P1,14:49:45,115,113,113,570,575,529
P1,14:49:46,113,112,111,552,566,536
P1,14:49:47,109,111,111,564,528,541
P1,14:49:48,109,108,112,542,508,558
P1,14:49:49,110,107,114,514,505,557
P1,14:49:50,113,108,114,503,529,553
P1,14:49:51,114,112,114,517,529,534
P1,14:49:52,115,115,114,528,530,521
P1,14:49:53,114,112,113,529,1070,537
P1,14:49:54,114,108,113,535,527,553
P1,14:49:55,114,112,114,538,517,535
P1,14:49:56,114,111,114,525,505,540
P1,14:49:57,114,112,116,510,502,533
P1,14:49:58,116,113,115,500,523,530
P1,14:49:59,117,115,115,521,519,521
P1,14:50:00,116,121,115,521,525,495
P1,14:50:01,116,116,115,522,1053,516
P1,14:50:02,115,111,115,529,518,540
P1,14:50:03,115,111,115,521,1013,540
P1,14:50:04,115,112,116,518,499,534
P1,14:50:05,116,114,117,510,494,524
P1,14:50:06,117,116,117,495,509,517
P1,14:50:07,118,111,118,493,501,541
P1,14:50:08,119,109,118,509,515,552
P1,14:50:09,119,106,117,500,1032,565
P1,14:50:10,119,111,117,516,512,540
P1,14:50:11,118,111,117,515,506,541
P1,14:50:12,117,110,118,510,486,546
P1,14:50:13,119,110,121,497,459,543
P1,14:50:14,120,110,122,472,964,545
P1,14:50:15,121,107,122,468,612,561
P1,14:50:16,123,106,122,466,817,564
P1,14:50:17,124,108,122,613,629,558
P1,14:50:18,123,102,122,817,598,590
P1,14:50:19,122,100,122,591,593,600
P1,14:50:20,121,107,122,641,566,563
P1,14:50:21,121,107,122,593,582,561
P1,14:50:22,115,106,121,566,551,567
P1,14:50:23,111,104,120,568,543,575
P1,14:50:24,110,105,120,542,522,570
P1,14:50:25,110,106,120,534,501,566
P1,14:50:26,112,108,120,506,484,554
P1,14:50:27,115,111,121,497,983,539
P1,14:50:28,118,111,121,493,485,541
P1,14:50:29,119,110,121,484,497,545
P1,14:50:30,121,105,121,487,1021,568
P1,14:50:31,121,105,120,506,500,569
P1,14:50:32,121,105,120,515,490,571
P1,14:50:33,119,105,121,498,481,571
P1,14:50:34,120,108,121,484,510,555
P1,14:50:35,122,106,119,488,528,567
P1,14:50:36,121,103,119,518,1087,582
P1,14:50:37,121,105,119,526,1120,570
P1,14:50:38,116,109,118,551,536,551
P1,14:50:39,113,108,117,549,518,556
P1,14:50:40,113,104,117,528,508,579
P1,14:50:41,114,108,118,513,491,555
P1,14:50:42,115,110,118,503,482,541
P1,14:50:43,118,111,120,482,476,539
P1,14:50:44,121,108,120,470,522,554
P1,14:50:45,123,102,120,488,1175,589
P1,14:50:46,123,115,120,608,548,523
P1,14:50:47,123,121,120,557,1096,496
P1,14:50:48,123,109,120,546,1644,549
P1,14:50:49,115,108,120,558,530,556
P1,14:50:50,113,108,118,536,530,557
P1,14:50:51,113,108,117,530,526,556
P1,14:50:52,113,109,117,532,509,551
P1,14:50:53,113,112,117,517,501,537
P1,14:50:54,115,113,117,504,524,533
P1,14:50:55,116,120,115,513,550,499
P1,14:50:56,116,110,114,534,534,543
P1,14:50:57,115,96,114,541,536,624
P1,14:50:58,113,96,114,532,1031,622
P1,14:50:59,113,100,115,524,503,600
P1,14:51:00,114,103,116,512,497,582
P1,14:51:01,116,105,117,500,490,572
P1,14:51:02,118,105,119,494,488,572
P1,14:51:03,119,104,119,487,997,578
P1,14:51:04,121,103,119,489,496,583
P1,14:51:05,121,109,119,500,507,549
P1,14:51:06,121,108,119,501,498,553
P1,14:51:07,120,91,119,508,497,661
P1,14:51:08,120,105,120,497,484,570
P1,14:51:09,121,110,121,486,484,544
P1,14:51:10,122,108,121,484,498,556
P1,14:51:11,122,102,120,492,512,589
P1,14:51:12,122,101,119,503,527,596
P1,14:51:13,121,115,117,508,541,520
P1,14:51:14,118,119,115,542,528,506
P1,14:51:15,115,117,116,540,504,514
P1,14:51:16,115,114,117,518,493,526
P1,14:51:17,116,114,118,497,496,525
P1,14:51:18,118,115,117,489,530,521
P1,14:51:19,118,117,116,539,517,512
P1,14:51:20,116,118,115,525,535,510
P1,14:51:21,116,117,115,532,527,511
P1,14:51:22,115,112,115,533,523,535
P1,14:51:23,115,113,114,530,519,533
P1,14:51:24,114,113,115,529,512,531
P1,14:51:25,114,113,116,519,498,532
P1,14:51:26,116,119,117,507,973,505
P1,14:51:27,118,118,119,490,472,510
P1,14:51:28,120,113,121,480,471,531
P1,14:51:29,122,115,121,470,1014,521
P1,14:51:30,124,122,121,479,500,491
P1,14:51:31,122,116,120,511,521,517
P1,14:51:32,121,111,119,495,530,540
P1,14:51:33,119,110,118,528,519,546
P1,14:51:34,117,110,118,518,506,547
P1,14:51:35,117,110,118,507,506,547
P1,14:51:36,118,111,118,508,500,541
P1,14:51:37,118,119,118,505,506,504
P1,14:51:38,119,120,118,498,516,500
P1,14:51:39,119,116,117,506,517,518
P1,14:51:40,118,115,117,516,516,522
P1,14:51:41,117,115,117,513,1041,522
P1,14:51:42,117,120,117,521,511,499
P1,14:51:43,117,105,116,512,529,569
P1,14:51:44,117,110,115,516,523,543
P1,14:51:45,117,112,116,521,511,538
P1,14:51:46,115,112,116,512,509,534
P1,14:51:47,116,112,116,511,505,534
P1,14:51:48,117,114,117,511,501,527
P1,14:51:49,117,114,117,501,522,526
P1,14:51:50,118,121,116,509,519,495
P1,14:51:51,117,120,116,525,507,499
P1,14:51:52,116,119,117,512,503,505
P1,14:51:53,117,114,118,507,990,526
P1,14:51:54,118,113,118,498,506,529
P1,14:51:55,118,112,118,491,801,536
P1,14:51:56,119,109,118,507,1096,551
P1,14:51:57,117,102,117,554,518,586
P1,14:51:58,115,102,117,525,504,584
P1,14:51:59,115,103,118,513,495,583
P1,14:52:00,116,108,118,504,497,553
P1,14:52:01,118,110,118,496,513,547
P1,14:52:02,119,114,119,507,495,528
P1,14:52:03,118,109,119,501,489,550
P1,14:52:04,119,107,119,491,539,562
P1,14:52:05,120,109,119,500,586,552
P1,14:52:06,117,109,118,597,535,548
P1,14:52:07,112,110,117,541,525,547
P1,14:52:08,112,110,117,533,506,543
P1,14:52:09,112,110,118,532,492,545
P1,14:52:10,115,112,119,506,485,538
P1,14:52:11,118,107,119,487,1648,559
P1,14:52:12,120,106,119,483,2229,566
P1,14:52:13,122,104,119,468,2811,578
P1,14:52:14,125,106,119,459,897,568
P1,14:52:15,127,107,119,457,451,558
P1,14:52:16,129,109,120,450,502,548
P1,14:52:17,130,106,120,460,500,567
P1,14:52:18,126,108,121,501,489,558
P1,14:52:19,125,109,121,482,491,552
P1,14:52:20,125,112,121,480,1204,535
P1,14:52:21,123,109,122,495,1916,552
P1,14:52:22,124,113,123,473,466,529
P1,14:52:23,124,114,125,464,458,528
P1,14:52:24,125,110,126,464,457,543
P1,14:52:25,128,109,126,458,1600,548
P1,14:52:26,130,112,126,458,2744,537
P1,14:52:27,130,113,127,458,462,533
P1,14:52:28,131,115,127,460,962,521
P1,14:52:29,130,117,127,466,479,513
P1,14:52:30,130,116,126,470,487,517
P1,14:52:31,127,119,126,481,970,504
P1,14:52:32,126,112,125,488,1454,534
P1,14:52:33,125,112,125,486,476,537
P1,14:52:34,125,111,125,477,475,541
P1,14:52:35,125,113,124,472,502,529
P1,14:52:36,125,118,124,484,526,510
P1,14:52:37,123,119,122,524,514,506
P1,14:52:38,120,120,120,516,526,501
P1,14:52:39,118,121,119,527,524,497
P1,14:52:40,117,114,118,528,516,526
P1,14:52:41,117,115,118,529,502,523
P1,14:52:42,117,115,119,504,501,522
P1,14:52:43,118,115,118,501,507,523
P1,14:52:44,118,115,118,501,1053,521
P1,14:52:45,118,119,118,536,1599,505
P1,14:52:46,116,123,117,532,528,486
P1,14:52:47,115,122,116,515,538,492
P1,14:52:48,115,116,115,527,532,519
P1,14:52:49,114,114,115,539,514,525
P1,14:52:50,113,113,116,533,499,531
P1,14:52:51,115,113,116,502,516,532
P1,14:52:52,117,114,116,500,1086,528
P1,14:52:53,116,116,116,544,520,518
P1,14:52:54,114,118,115,528,530,507
P1,14:52:55,114,119,114,529,542,503
P1,14:52:56,114,116,113,554,524,516
P1,14:52:57,112,114,114,542,516,527
P1,14:52:58,112,112,115,524,509,537
P1,14:52:59,114,112,116,511,500,535
P1,14:53:00,116,113,117,498,499,532
P1,14:53:01,118,116,116,495,539,519
P1,14:53:02,118,118,115,514,534,506
P1,14:53:03,116,119,114,546,536,503
P1,14:53:04,114,120,113,536,541,498
P1,14:53:05,113,115,112,540,547,523
P1,14:53:06,113,112,112,549,1046,535
P1,14:53:07,112,112,112,548,1544,536
P1,14:53:08,111,112,112,538,487,536
P1,14:53:09,111,115,112,528,526,520
P1,14:53:10,116,114,112,487,627,528
P1,14:53:11,119,118,112,508,600,510
P1,14:53:12,119,118,112,526,568,510
P1,14:53:13,119,115,110,598,567,524
P1,14:53:14,115,112,109,568,584,537
P1,14:53:15,112,117,109,573,542,511
P1,14:53:16,109,121,109,547,536,494
P1,14:53:17,110,119,110,534,528,505
P1,14:53:18,110,111,111,537,521,540
P1,14:53:19,110,109,112,531,515,548
P1,14:53:20,111,110,113,526,509,542
P1,14:53:21,114,111,114,516,504,539
P1,14:53:22,115,113,115,504,501,529
P1,14:53:23,117,115,116,503,501,521
P1,14:53:24,117,116,116,503,518,519
P1,14:53:25,118,122,116,504,520,491
P1,14:53:26,117,120,116,526,507,500
P1,14:53:27,117,118,117,513,497,509
P1,14:53:28,117,117,118,506,483,510
P1,14:53:29,117,117,118,504,504,511
P1,14:53:30,117,118,118,502,519,510
P1,14:53:31,119,118,118,518,568,509
P1,14:53:32,118,120,116,531,572,498
P1,14:53:33,118,118,115,553,554,509
P1,14:53:34,111,116,114,572,544,517
P1,14:53:35,110,110,113,551,544,547
P1,14:53:36,110,106,113,548,539,566
P1,14:53:37,110,106,113,539,516,568
P1,14:53:38,110,108,114,523,510,557
P1,14:53:39,111,110,115,521,515,543
P1,14:53:40,115,115,114,512,600,520
P1,14:53:41,115,117,114,547,608,510
P1,14:53:42,113,118,112,600,578,510
P1,14:53:43,108,115,112,590,544,522
P1,14:53:44,107,110,112,554,527,545
P1,14:53:45,107,107,112,537,532,563
P1,14:53:46,109,105,112,529,533,574
P1,14:53:47,110,104,112,531,641,576
P1,14:53:48,110,110,111,579,608,546
P1,14:53:49,108,110,111,628,576,546
P1,14:53:50,104,108,109,575,565,555
P1,14:53:51,105,103,108,564,558,583
P1,14:53:52,105,101,109,565,536,596
P1,14:53:53,106,103,110,542,530,583
P1,14:53:54,108,107,111,531,521,562
P1,14:53:55,108,108,111,525,532,554
P1,14:53:56,108,108,111,523,542,553
P1,14:53:57,109,109,110,520,561,550
P1,14:53:58,112,110,110,532,550,546
P1,14:53:59,110,112,109,548,545,534
P1,14:54:00,110,113,110,555,532,531
P1,14:54:01,109,111,111,539,512,541
P1,14:54:02,110,109,112,533,512,549
P1,14:54:03,112,109,113,512,515,549
P1,14:54:04,114,111,112,509,543,540
P1,14:54:05,114,115,112,539,553,520
P1,14:54:06,113,120,112,548,531,496
P1,14:54:07,112,121,111,537,550,494
P1,14:54:08,112,116,110,538,545,519
P1,14:54:09,112,112,111,554,537,534
P1,14:54:10,111,111,111,544,521,541
P1,14:54:11,111,110,112,530,523,542
P1,14:54:12,112,111,113,520,524,542
P1,14:54:13,113,112,112,523,535,538
P1,14:54:14,113,112,110,535,567,534
P1,14:54:15,113,113,110,573,543,533
P1,14:54:16,110,113,110,565,538,531
P1,14:54:17,110,111,111,543,521,540
P1,14:54:18,110,108,112,531,517,553
P1,14:54:19,112,109,113,520,521,551
P1,14:54:20,113,108,113,519,514,556
P1,14:54:21,114,109,114,516,510,550
P1,14:54:22,115,109,115,510,521,549
P1,14:54:23,116,112,115,516,509,538
P1,14:54:24,116,110,116,510,509,544
P1,14:54:25,116,110,116,507,510,544
P1,14:54:26,117,110,116,509,507,547
P1,14:54:27,117,108,117,508,507,553
P1,14:54:28,118,110,117,503,515,545
P1,14:54:29,118,110,116,514,514,546
P1,14:54:30,117,111,117,517,508,539
P1,14:54:31,117,112,117,508,512,534
P1,14:54:32,117,113,116,510,516,529
P1,14:54:33,117,103,116,511,1029,580
P1,14:54:34,117,103,116,514,1542,581
P1,14:54:35,117,110,117,516,506,543
P1,14:54:36,117,112,117,513,506,538
P1,14:54:37,117,107,117,505,509,563
P1,14:54:38,118,90,116,505,533,664
P1,14:54:39,118,101,116,509,573,595
P1,14:54:40,116,112,116,562,568,534
P1,14:54:41,112,112,115,569,529,538
P1,14:54:42,111,108,115,537,513,551
P1,14:54:43,111,108,115,525,526,554
P1,14:54:44,111,107,115,521,523,562
P1,14:54:45,113,109,115,527,510,548
P1,14:54:46,114,109,116,512,512,549
P1,14:54:47,115,110,116,511,507,546
P1,14:54:48,116,111,116,510,520,540
P1,14:54:49,117,109,116,516,1026,551
P1,14:54:50,116,108,117,518,503,554
P1,14:54:51,117,108,117,503,505,557
P1,14:54:52,118,112,117,500,514,536
P1,14:54:53,118,110,116,515,524,547
P1,14:54:54,117,107,115,513,545,559
P1,14:54:55,116,121,114,529,539,495
P1,14:54:56,116,114,114,535,527,526
P1,14:54:57,113,114,114,532,506,527
P1,14:54:58,114,111,116,525,994,540
P1,14:54:59,114,111,116,500,1464,542
P1,14:55:00,117,110,116,494,1934,547
P1,14:55:01,119,107,118,484,485,559
P1,14:55:02,121,106,118,478,505,566
P1,14:55:03,122,105,118,491,518,570
P1,14:55:04,122,108,117,516,524,553
P1,14:55:05,120,110,117,519,516,543
P1,14:55:06,119,120,117,523,510,499
P1,14:55:07,118,115,117,525,505,520
P1,14:55:08,117,118,117,507,1014,507
P1,14:55:09,117,120,117,506,512,500
P1,14:55:10,118,120,117,505,552,498
P1,14:55:11,117,120,117,552,593,499
P1,14:55:12,114,118,117,613,579,507
P1,14:55:13,109,117,117,592,575,515
P1,14:55:14,107,106,117,575,571,564
P1,14:55:15,106,105,115,571,538,570
P1,14:55:16,107,103,115,544,529,581
P1,14:55:17,108,108,114,529,546,556
P1,14:55:18,109,109,113,529,546,550
P1,14:55:19,110,113,112,529,537,531
P1,14:55:20,110,113,113,545,530,529
P1,14:55:21,111,113,112,531,537,529
P1,14:55:22,111,113,111,538,539,532
P1,14:55:23,111,113,112,544,534,533
P1,14:55:24,111,110,112,534,529,543
P1,14:55:25,111,114,112,526,523,527
P1,14:55:26,112,117,113,530,514,514
P1,14:55:27,113,111,114,516,513,540
P1,14:55:28,114,111,112,512,559,541
P1,14:55:29,114,113,110,547,577,529
P1,14:55:30,113,111,110,562,543,539
P1,14:55:31,112,111,110,567,539,542
P1,14:55:32,109,112,110,548,537,538
P1,14:55:33,109,111,111,543,526,540
P1,14:55:34,111,110,111,526,531,547
P1,14:55:35,112,110,111,528,548,547
P1,14:55:36,112,110,110,532,548,547
P1,14:55:37,111,111,111,550,537,542
P1,14:55:38,111,110,111,536,528,543
P1,14:55:39,111,110,111,533,526,544
P1,14:55:40,112,113,112,529,521,532
P1,14:55:41,112,114,112,523,549,525
P1,14:55:42,113,114,110,519,561,526
P1,14:55:43,112,119,110,571,540,505
P1,14:55:44,110,115,110,552,537,520
P1,14:55:45,110,109,111,536,531,549
P1,14:55:46,111,108,111,532,526,555
P1,14:55:47,111,108,112,535,522,553
P1,14:55:48,112,110,113,529,511,546
P1,14:55:49,113,112,114,513,511,536
P1,14:55:50,115,108,114,511,514,554
P1,14:55:51,115,106,115,513,513,564
P1,14:55:52,116,112,115,510,515,534
P1,14:55:53,116,128,116,516,505,467
P1,14:55:54,116,114,117,509,501,524
P1,14:55:55,116,113,118,503,485,531
P1,14:55:56,117,109,119,502,488,548
P1,14:55:57,121,110,118,481,538,543
P1,14:55:58,121,107,116,501,538,556
P1,14:55:59,121,105,115,514,555,569
P1,14:56:00,117,108,115,528,602,554
P1,14:56:01,116,110,112,541,576,546
P1,14:56:02,115,111,110,555,562,541
P1,14:56:03,108,114,110,560,556,528
P1,14:56:04,108,108,110,564,525,557
P1,14:56:05,108,110,112,566,507,546
P1,14:56:06,109,105,113,514,513,571
P1,14:56:07,110,108,113,511,526,557
P1,14:56:08,111,103,112,507,542,584
P1,14:56:09,114,104,111,545,564,579
P1,14:56:10,113,114,110,540,562,528
P1,14:56:11,110,122,110,583,544,493
P1,14:56:12,109,113,110,545,524,530
P1,14:56:13,109,113,111,543,522,529
P1,14:56:14,110,102,112,524,515,586
P1,14:56:15,112,109,113,516,519,551
P1,14:56:16,113,108,114,521,515,557
P1,14:56:17,114,109,113,513,596,552
P1,14:56:18,114,111,112,544,558,539
P1,14:56:19,113,112,111,599,567,536
P1,14:56:20,109,117,110,558,554,514
P1,14:56:21,108,112,110,571,547,538
P1,14:56:22,108,106,110,546,539,568
P1,14:56:23,108,107,111,546,526,560
P1,14:56:24,110,107,111,528,522,562
P1,14:56:25,111,109,112,528,520,552
P1,14:56:26,112,113,112,517,544,532
P1,14:56:27,113,112,111,520,562,534
P1,14:56:28,113,116,111,545,540,517
P1,14:56:29,112,120,112,557,510,498
P1,14:56:30,111,118,114,551,496,510
P1,14:56:31,113,109,114,501,526,551
P1,14:56:32,116,109,114,495,607,548
P1,14:56:33,116,113,114,604,599,529
P1,14:56:34,111,113,114,605,657,529
P1,14:56:35,109,110,114,667,607,544
P1,14:56:36,103,108,114,657,665,553
P1,14:56:37,101,112,114,607,603,533
P1,14:56:38,100,114,114,666,576,526
P1,14:56:39,98,114,113,603,550,528
P1,14:56:40,100,119,113,566,534,504
P1,14:56:41,103,114,113,547,528,526
P1,14:56:42,106,111,113,530,542,541
P1,14:56:43,108,111,112,531,555,541
P1,14:56:44,109,114,111,542,549,528
P1,14:56:45,109,112,111,562,522,538
P1,14:56:46,109,106,112,541,610,566
P1,14:56:47,109,107,112,533,633,562
P1,14:56:48,112,107,112,610,596,561
P1,14:56:49,111,107,112,656,562,562
P1,14:56:50,111,105,111,633,573,571
P1,14:56:51,108,101,111,553,595,595
P1,14:56:52,108,101,111,574,605,595
P1,14:56:53,105,108,111,599,588,557
P1,14:56:54,104,106,110,574,585,568
P1,14:56:55,104,101,109,588,601,595
P1,14:56:56,103,106,107,600,566,565
P1,14:56:57,102,105,108,594,540,574
P1,14:56:58,102,105,108,548,529,572
P1,14:56:59,105,103,109,539,521,581
P1,14:57:00,108,103,110,522,543,583
P1,14:57:01,109,110,109,548,568,546
P1,14:57:02,110,112,108,543,579,536
P1,14:57:03,109,110,107,571,564,543
P1,14:57:04,109,109,107,574,547,550
P1,14:57:05,107,109,108,565,534,550
P1,14:57:06,108,109,109,540,534,550
P1,14:57:07,108,109,110,533,537,548
P1,14:57:08,109,109,110,533,534,550
P1,14:57:09,111,109,110,531,541,552
P1,14:57:10,111,108,111,540,532,556
P1,14:57:11,111,116,111,541,527,517
P1,14:57:12,111,112,112,530,516,538
P1,14:57:13,112,109,112,521,533,549
P1,14:57:14,113,109,112,524,535,552
P1,14:57:15,113,108,112,541,534,556
P1,14:57:16,113,109,112,534,532,549
P1,14:57:17,113,109,112,532,549,550
P1,14:57:18,113,115,111,533,535,521
P1,14:57:19,113,118,112,535,531,508
P1,14:57:20,112,112,112,535,531,536
